100	1.07409	0
98	1.318769	0
100	1.059989	0
100	1.080624	0
100	1.038464	0
101	1.04924	0
100	1.031732	0
100	1.103781	0
100	1.081908	0
102	1.098634	0
101	1.033504	0
100	1.0626	0
100	1.043254	0
100	1.050143	0
100	1.074264	0
100	1.053122	0
99	1.030412	0
100	1.092042	0
99	1.099857	0
97	1.094666	0
100	1.054193	0
99	1.039172	0
100	1.060928	0
51	1.718627	0
101	1.048069	0
100	1.04457	0
99	1.02217	0
99	1.014842	0
100	1.044643	0
100	1.065377	0
99	1.045553	0
100	1.056207	0
99	1.032152	0
98	1.160931	0
150	1.724517	0
100	1.139274	0
100	1.104152	0
100	1.057296	0
100	1.087395	0
100	1.058772	0
100	1.064378	0
100	1.080331	0
100	1.040896	0
99	1.168604	0
100	1.135404	0
101	1.042192	0
100	1.061571	0
99	1.061386	0
100	1.080366	0
100	1.029613	0
100	1.060297	0
98	1.158218	0
100	1.104564	0
100	1.088941	0
101	1.016997	0
100	1.130564	0
101	1.058417	0
100	1.093066	0
100	1.10552	0
98	1.124424	0
99	1.047075	0
100	1.089069	0
99	1.03334	0
149	1.756568	0
100	1.082877	0
100	1.112154	0
98	1.049206	0
99	1.066738	0
100	1.03583	0
100	1.031874	0
100	1.03959	0
99	1.085862	0
99	1.050058	0
100	1.084802	0
101	1.019277	0
101	1.016222	0
103	1.066578	0
98	1.176881	0
98	1.081536	0
97	1.043704	0
100	1.071849	0
100	1.109004	0
100	1.059673	0
100	1.068908	0
100	1.050912	0
100	1.063751	0
100	1.130472	0
100	1.085143	0
100	1.030112	0
100	1.064782	0
100	1.087231	0
100	1.07173	0
98	1.06547	0
100	1.051587	0
99	1.070275	0
99	1.108695	0
149	1.787152	0
100	1.073336	0
100	1.071915	0
100	1.15573	0
100	1.084638	0
101	1.077944	0
100	1.098207	0
101	1.052835	0
