70	1.977514
70	1.978483
70	1.951573
70	1.956722
70	1.950032
70	1.960778
70	1.973038
70	1.886583
70	2.008537
70	1.975965
125	2.013754
125	1.992624
125	1.792615
125	2.019578
125	1.999277
125	1.979042
125	1.962207
125	1.964773
125	1.982437
125	1.948897
60	1.898123
60	1.862686
60	1.779227
60	1.934065
60	1.959505
60	1.959054
60	1.619086
60	1.936172
60	1.9359
60	1.978846
147	1.95157
147	2.013251
147	1.963346
147	1.98393
147	1.945186
147	1.946244
147	2.001754
147	1.938643
147	1.967459
147	1.981715
76	1.961587
76	1.923591
76	1.705129
76	1.846184
76	2.001367
76	1.839804
76	1.769502
76	1.936776
76	1.987222
76	2.019283
137	1.969594
137	1.95856
137	1.813425
137	1.940325
137	1.804429
137	1.846993
137	1.814753
137	1.749383
137	1.961326
137	1.854157
81	1.952698
81	1.804849
81	1.945252
81	1.867008
81	1.971009
81	1.92253
81	1.89238
81	1.833931
81	1.754574
81	1.986789
133	1.824019
133	1.972133
133	1.887882
133	1.846783
133	2.00232
133	1.957856
133	1.952159
133	1.965955
133	1.949668
133	1.923978
81	1.880215
81	1.783751
81	1.803631
81	1.966546
81	1.978985
81	1.830606
81	1.876526
81	1.987388
81	1.764046
81	1.967009
131	1.899085
131	1.838794
131	1.964982
131	1.933819
131	1.978729
131	1.912805
131	1.924312
131	1.768004
131	1.88478
131	1.949552
87	1.979682
87	1.969043
87	1.972596
87	2.001019
87	1.970706
87	1.977717
87	1.958769
87	1.992026
87	1.741241
87	1.886399
139	1.82117
139	1.97199
139	1.897936
139	1.944982
139	1.87489
139	1.929376
139	1.850113
139	1.782577
139	1.965643
139	1.798458
67	1.93434
67	1.989374
67	1.94323
67	1.923564
67	1.775022
67	1.950054
67	1.947526
67	1.928332
67	1.848206
67	1.997804
150	1.988547
150	1.905159
150	1.974858
150	1.84114
150	1.994231
150	1.995521
150	1.934994
150	1.961148
150	2.00732
150	1.96898
54	1.962406
54	1.987813
54	1.99595
54	1.864632
54	1.999262
54	2.00601
54	1.81053
54	1.968648
54	1.966368
54	1.98906
124	1.838888
124	1.926516
124	1.983398
124	1.954043
124	1.975881
124	2.005661
124	1.956299
124	1.89494
124	1.993364
124	1.959014
59	2.014979
59	1.926933
59	1.944143
59	1.970838
59	1.797615
59	1.867811
59	1.990092
59	1.952303
59	1.988265
59	1.910342
149	1.988741
149	1.930656
149	1.796014
149	1.764055
149	1.949166
149	2.005782
149	1.705517
149	1.960137
149	1.960349
149	1.819039
70	1.938882
70	1.935268
70	2.000942
70	1.92322
70	1.924778
70	1.976104
70	1.977612
70	1.741022
70	1.900778
70	1.891525
120	1.912985
120	1.860042
120	1.825081
120	1.959109
120	1.982169
120	1.944601
120	1.949769
120	1.805294
120	1.985086
120	1.981036
59	1.965371
59	1.945304
59	1.97608
59	1.986431
59	1.931793
59	2.028847
59	1.962477
59	1.990447
59	1.859778
59	1.985317
142	1.960935
142	1.952528
142	1.996549
142	1.860256
142	1.789889
142	1.962896
142	1.973535
142	1.860479
142	2.028548
142	1.788506
51	1.89864
51	1.932798
51	1.966533
51	1.957858
51	1.962689
51	1.820023
51	1.799726
51	1.964325
51	1.868495
51	2.02202
150	1.784075
150	1.847841
150	1.95076
150	1.963105
150	1.781139
150	1.986886
150	1.92216
150	1.962462
150	1.954468
150	1.960379
69	1.938059
69	1.943207
69	1.952274
69	1.974403
69	1.756288
69	1.979058
69	1.994143
69	1.869602
69	1.978313
69	1.958014
119	1.939562
119	1.971021
119	1.955235
119	1.988496
119	1.958393
119	1.982719
119	1.983072
119	1.990421
119	2.006706
119	1.989792
64	1.964689
64	1.942683
64	2.008878
64	1.92816
64	1.994505
64	2.034837
64	1.959839
64	1.804475
64	1.982167
64	1.999071
149	1.813348
149	1.976135
149	1.922196
149	1.746957
149	1.85942
149	1.856983
149	1.959502
149	2.018801
149	1.800835
149	1.967544
51	1.970206
51	1.801996
51	1.952387
51	1.794592
51	1.859751
51	1.891701
51	1.939594
51	1.958798
51	2.017056
51	1.973752
108	1.93115
108	1.949762
108	1.953862
108	1.944726
108	1.912027
108	1.9624
108	1.821601
108	1.909337
108	1.9576
108	1.980999
50	2.00976
50	2.01613
50	1.96555
50	1.90653
50	1.972931
50	2.015686
50	1.987751
50	1.992665
50	1.799292
50	1.986576
132	1.994586
132	1.989543
132	2.002745
132	2.004981
132	1.96173
132	1.966409
132	1.923046
132	1.978986
132	1.969891
132	1.976706
50	1.786275
50	1.979511
50	1.967589
50	1.925017
50	1.9937
50	1.959316
50	1.922199
50	1.961226
50	1.954045
50	1.788919
125	1.942672
125	1.98112
125	1.993774
125	1.98717
125	1.990973
125	1.974717
125	2.011205
125	1.921829
125	1.766263
125	1.779358
66	1.965352
66	1.947429
66	1.989202
66	1.833437
66	1.707244
66	1.948838
66	1.943824
66	1.966321
66	1.922064
66	1.895436
149	1.963333
149	1.937383
149	1.96808
149	1.986901
149	1.979693
149	1.979494
149	1.989395
149	1.775261
149	1.936352
149	2.031288
89	1.815782
89	1.93626
89	1.966072
89	1.985916
89	2.000442
89	1.631476
89	1.951073
89	1.956271
89	1.849574
89	1.928507
140	1.97464
140	1.975559
140	1.829691
140	1.843107
140	1.979005
140	1.916774
140	2.008624
140	1.869687
140	1.892283
140	1.928161
95	1.796156
95	1.974288
95	1.786777
95	1.962196
95	1.792882
95	1.944057
95	1.913672
95	1.992772
95	1.951523
95	1.950234
145	1.973054
145	1.972481
145	1.987706
145	1.936351
145	1.947541
145	1.98122
145	1.940324
145	1.988554
145	1.960892
145	1.926197
74	1.793235
74	1.948477
74	1.980408
74	1.93689
74	1.918569
74	1.947932
74	1.746879
74	1.864526
74	1.958036
74	1.942354
131	1.926746
131	2.017895
131	1.978357
131	1.879138
131	1.9932
131	1.948025
131	1.826909
131	1.935114
131	1.882892
131	1.860151
50	1.935152
50	1.735167
50	1.961482
50	1.945283
50	1.970925
50	1.934483
50	1.818952
50	1.916418
50	1.902624
50	1.947145
101	1.769697
101	1.832968
101	1.974187
101	1.909037
101	1.983423
101	1.777917
101	1.803966
101	1.97046
101	1.811237
101	1.959501
75	1.780994
75	1.889608
75	1.979827
75	1.893597
75	1.939638
75	1.91518
75	1.94613
75	1.980467
75	1.936774
75	1.751363
138	1.78483
138	1.817943
138	1.955794
138	1.947602
138	1.950306
138	1.633118
138	1.851734
138	1.966169
138	1.887668
138	1.768397
67	1.76827
67	1.940925
67	1.912777
67	1.915659
67	1.968023
67	1.793625
67	1.969011
67	1.86478
67	1.90945
67	1.664351
129	1.979049
129	1.960946
129	1.910372
129	1.894198
129	1.919771
129	1.779289
129	1.960257
129	1.925436
129	1.742052
129	1.925157
61	2.016098
61	1.953709
61	1.980731
61	1.906615
61	2.003384
61	1.956913
61	1.954195
61	1.816676
61	1.864827
61	1.793628
144	1.96681
144	1.822329
144	1.97487
144	1.9843
144	1.960988
144	1.842571
144	2.004897
144	1.992984
144	1.697966
144	1.977589
58	1.777441
58	1.848663
58	1.993651
58	1.924086
58	1.809454
58	1.896446
58	1.978465
58	1.89247
58	1.86151
58	1.984731
137	1.972526
137	1.988022
137	2.035642
137	1.973175
137	1.969682
137	1.968378
137	1.86318
137	1.985125
137	1.972481
137	1.997611
50	1.802214
50	1.956505
50	1.907868
50	1.793857
50	1.859802
50	1.929538
50	1.843268
50	1.790705
50	1.853541
50	1.800566
129	1.786291
129	1.81386
129	1.974571
129	1.868415
129	1.8189
129	1.871483
129	1.802852
129	1.947392
129	1.785037
129	1.953561
100	1.994204
100	2.022648
100	1.991822
100	1.925905
100	1.912447
100	1.969936
100	1.922635
100	1.875941
100	1.996982
100	1.921242
60	1.95528
60	1.77646
60	1.962722
60	1.914501
60	1.935107
60	1.777606
60	1.953492
60	1.793889
60	1.825549
60	1.921549
117	1.935393
117	1.817445
117	1.977505
117	1.832832
117	1.967912
117	1.812653
117	1.722544
117	1.827632
117	1.95366
117	1.843761
90	1.915473
90	1.85455
90	1.857646
90	1.926494
90	1.943566
90	1.781971
90	1.980404
90	1.900299
90	1.945547
90	1.925844
149	1.767567
149	1.832772
149	1.906825
149	1.923706
149	1.976616
149	1.985996
149	1.955882
149	1.938192
149	1.805954
149	1.636637
79	1.79202
79	1.980922
79	1.863721
79	1.969908
79	1.874509
79	1.977242
79	1.931917
79	1.876641
79	1.797194
79	1.879113
133	1.993861
133	1.901035
133	1.969422
133	1.95405
133	1.948371
133	1.950545
133	1.944604
133	1.992872
133	1.740138
133	1.91792
94	2.030296
94	1.979259
94	1.937857
94	1.991642
94	1.982579
94	1.943614
94	1.639302
94	1.97121
94	1.957588
94	1.98705
147	1.850703
147	1.957839
147	1.760266
147	1.79693
147	1.951246
147	1.808196
147	2.012661
147	1.717677
147	1.999807
147	2.013946
64	1.955268
64	1.814591
64	1.93806
64	1.87167
64	1.96105
64	1.757341
64	1.928701
64	1.887567
64	1.891795
64	1.86874
139	1.930832
139	2.017384
139	1.973702
139	1.942698
139	1.808204
139	1.968139
139	1.945098
139	1.82091
139	1.750382
139	1.988103
63	1.959018
63	1.992176
63	1.95387
63	1.971833
63	1.841241
63	1.858207
63	1.935428
63	2.011193
63	2.006017
63	1.952728
143	1.991951
143	1.979488
143	1.976611
143	1.968132
143	1.949869
143	1.784552
143	1.969454
143	1.996159
143	1.948591
143	1.829875
60	1.989134
60	1.816079
60	1.967735
60	1.928688
60	1.979038
60	1.92431
60	1.906314
60	1.835797
60	1.902557
60	1.911684
127	1.776768
127	1.916586
127	1.76694
127	1.867399
127	1.986653
127	1.880766
127	1.906886
127	1.969188
127	1.980784
127	1.961964
71	2.005266
71	1.99416
71	1.975514
71	1.970672
71	2.003765
71	1.983612
71	1.992176
71	1.945375
71	1.971143
71	1.919492
