90	1.843648	0
217	1.805683	0
53	1.751001	0
213	1.995743	0
81	1.853033	0
242	1.886717	0
96	1.223896	0
152	1.802066	0
219	1.823435	0
50	1.672707	0
100	1.126837	0
151	1.441393	0
213	1.868043	0
83	1.499948	0
209	1.467255	0
93	1.415131	0
238	1.380251	0
53	1.493003	0
112	1.625374	0
175	1.388872	0
94	1.441823	0
244	1.437017	0
57	1.514767	0
217	1.44223	0
62	1.378156	0
208	1.39899	0
84	1.703122	0
143	1.789135	0
224	1.838382	0
54	1.545853	0
105	1.740041	0
155	1.436112	0
238	1.826544	0
100	1.115887	0
201	1.32601	0
78	1.834205	0
221	1.964698	0
83	1.759182	0
242	1.987911	0
102	1.350769	0
162	1.50034	0
226	1.958556	0
94	1.33247	0
147	1.974707	0
203	1.125089	0
103	1.291853	0
185	1.392667	0
81	1.418397	0
243	1.424235	0
99	1.040151	0
186	1.483136	0
100	1.057947	0
208	1.379574	0
66	1.838026	0
234	1.950413	0
56	1.791541	0
242	1.878938	0
55	1.432641	0
107	1.919254	0
163	1.489955	0
225	1.842989	0
63	1.393117	0
234	1.44976	0
99	1.059303	0
168	1.379205	0
226	1.835036	0
62	1.801784	0
201	1.426362	0
77	1.710475	0
205	1.815221	0
54	1.862137	0
217	1.829038	0
52	1.728945	0
102	1.3701	0
157	1.446919	0
209	1.950197	0
99	1.09032	0
221	1.382153	0
61	1.781704	0
205	1.427564	0
94	1.367429	0
168	1.630356	0
100	1.070156	0
206	1.336528	0
84	1.742521	0
221	1.759281	0
75	1.692781	0
213	1.861504	0
74	1.422288	0
235	1.38947	0
95	1.398334	0
221	1.82779	0
92	1.918011	0
145	1.539915	0
196	1.441806	0
248	1.603522	0
90	1.784995	0
226	1.953028	0
92	1.46438	0
204	1.878934	0
111	1.474635	0
188	1.785283	0
249	1.485284	0
92	1.462259	0
229	1.483477	0
59	1.433556	0
202	1.40162	0
70	1.424623	0
226	1.453592	0
97	1.562821	0
188	1.792992	0
238	1.422351	0
99	1.418479	0
205	1.724952	0
81	2.054182	0
234	1.486451	0
76	1.460602	0
247	1.527337	0
95	1.409284	0
205	1.722481	0
55	1.450881	0
105	1.690989	0
155	1.456509	0
217	1.81389	0
89	1.473361	0
203	1.521503	0
67	1.819448	0
238	1.942972	0
89	1.838081	0
242	1.783169	0
100	1.076783	0
180	1.42043	0
239	1.954612	0
59	1.387936	0
134	1.769219	0
213	1.517717	0
100	1.106266	0
151	1.724626	0
201	1.579192	0
90	1.772542	0
221	1.360314	0
99	1.087591	0
149	1.454347	0
209	1.948319	0
66	1.811183	0
118	1.472684	0
175	1.95847	0
232	1.362292	0
106	1.343821	0
157	1.780344	0
210	1.458342	0
100	1.056811	0
150	1.837003	0
201	1.381249	0
101	1.456969	0
201	1.412255	0
102	1.121453	0
173	1.583304	0
234	1.546843	0
93	1.405913	0
100	1.103373	0
168	1.522522	0
229	1.825525	0
68	1.399227	0
221	1.50993	0
100	1.108065	0
163	1.426461	0
240	1.433585	0
84	1.564184	0
218	1.483899	0
57	1.800574	0
221	1.951469	0
54	1.490943	0
153	1.888181	0
204	1.70002	0
74	1.410734	0
124	1.958099	0
174	1.481617	0
229	1.969563	0
74	1.848453	0
242	1.874601	0
71	1.410668	0
238	1.500084	0
85	1.425779	0
135	1.887264	0
203	1.386733	0
79	1.420771	0
74	1.748716	0
133	1.850935	0
204	1.375156	0
75	1.332153	0
223	1.71334	0
97	1.167661	0
160	1.513835	0
213	1.878322	0
108	1.476252	0
159	1.460447	0
81	1.872932	0
221	1.773192	0
78	1.84567	0
247	1.982501	0
100	1.066864	0
154	1.479671	0
103	1.388746	0
232	1.394669	0
54	1.880261	0
79	1.485601	0
210	1.758176	0
100	1.045753	0
207	1.501055	0
94	1.379203	0
242	1.388708	0
67	1.507311	0
117	1.970164	0
207	1.90733	0
89	1.453701	0
178	1.990826	0
230	1.965138	0
53	1.81139	0
105	1.437051	0
158	1.958965	0
230	1.416439	0
74	1.430209	0
205	1.461449	0
51	1.574436	0
102	1.082547	0
201	1.154952	0
85	1.763965	0
135	1.953411	0
230	1.875468	0
83	1.368643	0
230	1.436768	0
84	1.497639	0
223	1.47453	0
90	1.382308	0
216	1.763361	0
100	1.056162	0
201	1.518754	0
101	1.431406	0
201	1.353149	0
