64	1.804377
122	1.26561
177	1.920649
51	1.939815
127	1.271586
200	1.739994
51	1.907851
128	1.339342
198	1.748166
53	1.75379
126	1.344379
191	1.766764
73	1.931318
126	1.479569
190	1.883786
59	1.767223
122	1.498644
176	1.959031
61	1.896586
129	1.392327
187	1.666454
71	1.902425
128	1.324146
178	1.794319
53	1.613521
125	1.396318
177	1.782672
54	1.799584
126	1.502694
181	1.945037
72	1.950246
127	1.574769
193	1.916792
63	1.894021
127	1.274948
182	1.754815
73	1.880889
126	1.311643
194	1.765208
61	1.792134
120	1.277926
183	1.786444
73	1.94844
125	1.410521
183	1.670306
57	1.916348
123	1.29286
193	1.822118
77	1.485246
147	1.957438
198	1.959552
58	1.914225
122	1.173668
178	1.840662
62	1.828
127	1.535473
184	1.829313
52	1.839153
122	1.361398
174	1.869193
59	1.738846
125	1.212982
182	1.899014
51	1.826894
123	1.543826
197	1.72344
62	1.790862
122	1.425106
186	1.744937
52	1.95371
125	1.691331
178	1.752011
65	1.933837
125	1.367224
200	1.797509
74	1.735347
124	1.481276
192	1.522488
58	1.763945
122	1.063559
174	1.630952
71	1.851553
124	1.072418
178	1.780849
92	1.927152
146	1.493386
196	1.983397
69	1.896287
122	1.535345
175	1.702125
50	1.760759
127	1.224595
189	1.740713
66	1.939003
122	1.366845
196	1.76752
74	1.980771
126	1.598682
176	1.880384
51	1.776075
124	1.404012
174	1.828241
60	1.930952
136	1.36733
194	1.819741
77	1.756726
137	1.548004
200	1.752308
51	1.801166
102	1.967065
152	1.501231
53	1.505371
128	1.562401
193	1.833974
68	1.507539
127	1.58247
177	1.781317
57	1.673927
125	1.497024
177	1.89944
54	1.789713
124	1.075517
187	1.877362
56	1.729277
126	1.35243
189	1.729079
64	1.796631
122	1.093264
175	1.718228
71	1.890273
126	1.036737
186	1.847945
57	1.933636
127	1.089388
180	1.717192
53	1.746596
123	1.396705
178	1.790273
76	1.741451
126	1.43458
184	1.799535
71	1.440666
125	1.763341
191	1.821782
67	1.790397
123	1.232363
183	1.927159
58	1.779438
127	1.215601
186	1.818532
70	1.705114
126	1.559412
200	1.769807
54	1.786187
128	1.351738
180	1.687636
60	1.862196
124	1.50463
192	1.776956
61	1.94601
133	1.440332
188	1.821176
59	1.681235
117	1.723806
200	1.431333
55	1.785114
121	1.169868
200	1.697449
53	1.757958
125	1.427937
179	1.824232
69	1.581466
123	1.299766
179	1.875433
50	1.888105
124	1.380658
199	1.867725
74	1.825915
130	1.425723
193	1.884015
63	1.587935
121	1.282251
185	1.659902
63	1.817565
125	1.102904
198	1.783317
50	1.737935
122	1.158395
199	1.808205
70	1.908516
123	1.156717
193	1.733085
67	1.660911
126	1.500907
177	1.678724
65	1.750927
129	1.395895
197	1.71416
65	1.836729
129	1.369165
198	1.806172
76	1.774317
126	1.199427
200	1.629811
74	1.763006
124	1.30352
194	1.803562
71	1.781093
124	1.428896
196	1.90754
64	1.764356
125	1.419222
197	1.799221
67	1.728708
125	1.236833
175	1.606927
67	1.801665
120	1.100321
182	1.828737
50	1.92495
123	1.25691
177	1.727
66	1.930801
124	1.496534
175	1.804686
58	1.623702
125	1.49891
180	1.901084
60	1.773826
124	1.40818
182	1.756155
51	1.732588
127	1.460152
200	1.734025
54	1.976747
124	1.212192
174	1.784168
57	1.776835
128	1.393837
195	1.895776
69	1.941389
125	1.356511
187	1.882103
69	1.729637
125	1.387313
180	1.715241
65	1.823134
123	1.420983
196	1.762147
71	1.780098
124	1.302526
187	1.927628
55	1.771136
128	1.18836
186	1.746839
74	1.811699
124	1.177197
185	1.890579
69	1.842704
125	1.13885
178	1.757538
56	1.69333
121	1.258723
182	1.785607
76	1.946302
127	1.159873
187	1.874907
69	1.641372
126	1.255348
190	1.963237
66	1.90037
125	1.06774
189	1.88897
63	1.827192
127	1.201947
192	1.755398
78	1.775485
130	1.36585
189	1.874694
71	1.854227
123	1.368154
174	1.969099
75	1.760649
125	1.431702
181	1.725622
67	1.921493
123	1.504451
200	1.625565
57	1.891111
124	1.084854
188	1.891494
67	1.843862
128	1.394373
188	1.922183
55	1.803251
121	1.251771
175	1.966746
50	1.963946
127	1.664577
177	1.809404
